Site	genome_id	genome_name	accession	feature_type	patric_id	start	end	strand	gene	product	global_start	global_end
CP092643:919531:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.935	918802	919737	+		hypothetical protein	918802	919737
CP092643:1038144:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1034	1037121	1038146	+	purM	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	1037121	1038146
CP092643:1079545:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1076	1078118	1079545	+	gatB	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	1078118	1079545
CP092643:61320:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.48	60470	61693	+		hypothetical protein	60470	61693
CP092643:634671:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.637	632715	634838	+	ftsH	Cell division-associated, ATP-dependent zinc metalloprotease FtsH	632715	634838
CP092643:805677:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.826	805078	805677	+		Substrate-specific component BioY of biotin ECF transporter	805078	805677
CP092643:76564:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.65	76132	76566	+		hypothetical protein	76132	76566
CP092643:76564:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	repeat_region	fig|39491.2717.repeat.3	76537	78340	+		repeat region	76537	78340
CP092643:953081:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.964	953055	953183	+		hypothetical protein	953055	953183
CP092643:953183:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.964	953055	953183	+		hypothetical protein	953055	953183
CP092643:953423:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.965	953224	954123	+		hypothetical protein	953224	954123
CP092643:236862:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.234	235313	236932	+		hypothetical protein	235313	236932
CP092643:918181:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.934	917006	918352	+		putative DinF, damage-inducible protein; possible cation efflux pump (multidrug resistance protein)	917006	918352
CP092643:918178:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.934	917006	918352	+		putative DinF, damage-inducible protein; possible cation efflux pump (multidrug resistance protein)	917006	918352
CP092643:2913476:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2815	2912711	2913871	+		Putative serine/threonine protein kinase	2912711	2913871
CP092643:209904:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:401453:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:468203:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1605648:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1750088:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2037783:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2037768:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2091547:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2123873:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2254126:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2265838:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2988547:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:303571:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:366361:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:423962:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:748312:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:900908:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:912457:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:915523:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1040864:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1415093:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1838086:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1838102:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1838164:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2141338:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2219492:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2233806:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2275586:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2454658:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2708470:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2848334:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2937381:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:3005800:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:3125862:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:315682:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1463591:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2910556:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2963388:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:3059399:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:3160320:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2408522:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1347959:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1507932:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1764188:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:2028068:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2013	2023820	2028967	-		hypothetical protein	2023820	2028967
CP092643:2172572:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2137	2170985	2173006	-		hypothetical protein	2170985	2173006
CP092643:1696670:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1674	1695455	1697311	-		Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)	1695455	1697311
CP092643:2024809:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2013	2023820	2028967	-		hypothetical protein	2023820	2028967
CP092643:2026864:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2013	2023820	2028967	-		hypothetical protein	2023820	2028967
CP092643:2026868:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2013	2023820	2028967	-		hypothetical protein	2023820	2028967
CP092643:2027180:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2013	2023820	2028967	-		hypothetical protein	2023820	2028967
CP092643:2262313:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2215	2262265	2263614	-		ABC transporter, RND-adapter-like protein	2262265	2263614
CP092643:2369447:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2312	2369440	2372256	-		hypothetical protein	2369440	2372256
CP092643:3022483:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2941	3021784	3022734	-		Selenium-dependent molybdenum hydroxylase system protein YqeB	3021784	3022734
CP092643:3154764:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.3086	3154721	3155245	-		hypothetical protein	3154721	3155245
CP092643:280732:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.278	280670	281110	-		Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)	280670	281110
CP092643:1797925:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1759	1797852	1797992	-		hypothetical protein	1797852	1797992
CP092643:1834872:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1793	1832267	1835077	-	infB	Translation initiation factor 2	1832267	1835077
CP092643:2851759:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2747	2851118	2852332	-		hypothetical protein	2851118	2852332
CP092643:2851756:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2747	2851118	2852332	-		hypothetical protein	2851118	2852332
CP092643:2303561:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2245	2303552	2304613	-		Stage V sporulation protein AD (SpoVAD)	2303552	2304613
CP092643:3263420:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.3229	3262433	3264247	-	ftsH	Cell division-associated, ATP-dependent zinc metalloprotease FtsH	3262433	3264247
CP102258:1036205:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.897	1035039	1036436	+	pgtP	Glycerol-3-phosphate transporter	1035039	1036436
CP102258:1036199:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.897	1035039	1036436	+	pgtP	Glycerol-3-phosphate transporter	1035039	1036436
CP102258:1212822:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1036	1212172	1212822	+		Biopolymer transport protein ExbD/TolR	1212172	1212822
CP102258:1698247:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.16	1692359	1699442	+		repeat region	1692359	1699442
CP102258:1698251:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.16	1692359	1699442	+		repeat region	1692359	1699442
CP102258:1105636:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.9	1105545	1106404	+		repeat region	1105545	1106404
CP102258:3512576:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3084	3512256	3513284	+		hypothetical protein	3512256	3513284
CP102258:3512579:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3084	3512256	3513284	+		hypothetical protein	3512256	3513284
CP102258:3574552:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.44	3573787	3574646	+		repeat region	3573787	3574646
CP102258:2237870:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:3314744:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:3314752:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:3349749:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:859288:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:3474170:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:201005:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:1698247:1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1418	1697645	1698685	-		hypothetical protein	1697645	1698685
CP102258:1698251:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1418	1697645	1698685	-		hypothetical protein	1697645	1698685
CP102258:1460390:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1215	1458119	1460437	-		Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	1458119	1460437
CP102258:1865803:-1	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1639	1865177	1865824	-		DNA resolvase	1865177	1865824
CP102265:1078668:-1	411459.41	Blautia obeum ATCC 29174	CP102265	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102265:575752:-1	411459.41	Blautia obeum ATCC 29174	CP102265	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102265:1198020:-1	411459.41	Blautia obeum ATCC 29174	CP102265	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102265:149981:-1	411459.41	Blautia obeum ATCC 29174	CP102265	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102265:149985:1	411459.41	Blautia obeum ATCC 29174	CP102265	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102265:125329:1	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.108	124649	126475	-		FIG00517494: hypothetical protein	124649	126475
CP102265:125334:-1	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.108	124649	126475	-		FIG00517494: hypothetical protein	124649	126475
CP102265:210849:1	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.196	210794	210919	-		hypothetical protein	210794	210919
CP102265:3303468:-1	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.3222	3303358	3304080	-		Citrate lyase beta chain (EC 4.1.3.6)	3303358	3304080
CP102267:77758:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.66	76929	77759	+	rhaD	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	76929	77759
CP102267:1179277:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.1142	1178375	1179820	+		hypothetical protein	1178375	1179820
CP102267:3476531:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	misc_binding	fig|1121115.15.misc_binding.7	3476405	3476674	+		T-box leader; Derived by automated computational analysis using gene prediction method: cmsearch.	3476405	3476674
CP102267:171779:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.146	171051	172193	+		Metal chaperone, involved in Zn homeostasis	171051	172193
CP102267:4268906:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	repeat_region	fig|1121115.15.repeat.276	4268739	4268961	+		repeat region	4268739	4268961
CP102267:2996159:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.2955	2995701	2996786	+		LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23)	2995701	2996786
CP102267:700130:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.649	699392	700132	+	truA	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	699392	700132
CP102267:1803365:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.1760	1803331	1804026	+		Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	1803331	1804026
CP102267:494550:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:558527:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:1752275:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:3244557:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:3245955:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:1401625:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:2995506:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:3288883:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:2284184:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.2247	2283579	2284193	-		hypothetical protein	2283579	2284193
CP102267:3192866:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.3146	3192464	3195244	-		hypothetical protein	3192464	3195244
CP102267:4193301:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.4118	4193290	4193391	-		hypothetical protein	4193290	4193391
CP102267:8584:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.9	8577	9239	-		GTP pyrophosphokinase (EC 2.7.6.5)	8577	9239
CP102267:2842406:1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.2793	2842391	2842513	-		hypothetical protein	2842391	2842513
CP102267:2842401:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.2792	2841961	2842401	-		hypothetical protein	2841961	2842401
CP102267:2842401:-1	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.2793	2842391	2842513	-		hypothetical protein	2842391	2842513
CP102270:1118335:1	45851.82	Butyrivibrio crossotus DSM 2876	CP102270	CDS	fig|45851.820.peg.1121	1117173	1118654	+		Uncharacterized protein BT3327	1117173	1118654
CP102270:2009845:1	45851.82	Butyrivibrio crossotus DSM 2876	CP102270	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102270:1812796:1	45851.82	Butyrivibrio crossotus DSM 2876	CP102270	CDS	fig|45851.820.peg.1801	1810326	1819205	-		hypothetical protein	1810326	1819205
CP102270:2034770:-1	45851.82	Butyrivibrio crossotus DSM 2876	CP102270	CDS	fig|45851.820.peg.2011	2034014	2035327	-	tig	Cell division trigger factor (EC 5.2.1.8)	2034014	2035327
CP102270:2034776:1	45851.82	Butyrivibrio crossotus DSM 2876	CP102270	CDS	fig|45851.820.peg.2011	2034014	2035327	-	tig	Cell division trigger factor (EC 5.2.1.8)	2034014	2035327
CP102277:162542:1	470146.25	Coprococcus comes ATCC 27758	CP102277	CDS	fig|470146.25.peg.159	162312	163625	+		hypothetical protein	162312	163625
CP102277:161860:1	470146.25	Coprococcus comes ATCC 27758	CP102277	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102277:392377:1	470146.25	Coprococcus comes ATCC 27758	CP102277	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102277:392365:-1	470146.25	Coprococcus comes ATCC 27758	CP102277	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102277:2568926:-1	470146.25	Coprococcus comes ATCC 27758	CP102277	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102277:92866:1	470146.25	Coprococcus comes ATCC 27758	CP102277	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102277:739916:1	470146.25	Coprococcus comes ATCC 27758	CP102277	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102277:2172838:1	470146.25	Coprococcus comes ATCC 27758	CP102277	CDS	fig|470146.25.peg.2243	2172061	2173158	-	glf	UDP-galactopyranose mutase (EC 5.4.99.9)	2172061	2173158
CP102277:2172834:-1	470146.25	Coprococcus comes ATCC 27758	CP102277	CDS	fig|470146.25.peg.2243	2172061	2173158	-	glf	UDP-galactopyranose mutase (EC 5.4.99.9)	2172061	2173158
CP102278:1351876:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.1183	1351138	1354113	+	infB	Translation initiation factor 2	1351138	1354113
CP102278:2274325:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	repeat_region	fig|33043.1681.repeat.21	2274238	2276310	+		repeat region	2274238	2276310
CP102278:2983642:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.2669	2983199	2983717	+		Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	2983199	2983717
CP102278:738515:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.649	738117	739142	+		Branched-chain amino acid aminotransferase (EC 2.6.1.42)	738117	739142
CP102278:738512:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.649	738117	739142	+		Branched-chain amino acid aminotransferase (EC 2.6.1.42)	738117	739142
CP102278:1441044:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.1257	1440942	1441322	+		Biotin carboxyl carrier protein of oxaloacetate decarboxylase; Biotin carboxyl carrier protein	1440942	1441322
CP102278:792268:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:12758:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:78551:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:113367:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:199380:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:307299:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:542051:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:934293:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:969627:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:1963106:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2475875:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2673548:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2826666:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2852938:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2852933:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2859883:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2931756:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:3017814:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:3078397:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:1531786:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2354536:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2354937:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2477050:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:2988274:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:907885:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:286010:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102278:113373:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.91	113371	113616	-		hypothetical protein	113371	113616
CP102278:190895:1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.156	190673	191722	-		DNA replication helicase loader DnaC/DnaI	190673	191722
CP102278:190892:-1	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.156	190673	191722	-		DNA replication helicase loader DnaC/DnaI	190673	191722
