Site	genome_id	genome_name	accession	feature_type	patric_id	start	end	strand	gene	product	global_start	global_end
CP085932:2332569-2332606-2332694-2332731	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	repeat_region	fig|537011.437.repeat.172	2331731	2332630	+		repeat region	2331731	2332630
CP085932:2332569-2332606-2332694-2332731	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	repeat_region	fig|537011.437.repeat.173	2332669	2333510	+		repeat region	2332669	2333510
CP085932:3001880-3001910-3002014-3002044	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	repeat_region	fig|537011.437.repeat.209	3001839	3002062	+		repeat region	3001839	3002062
CP085932:3001880-3001910-3002014-3002044	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.2664	3001851	3001973	+		hypothetical protein	3001851	3001973
CP085932:3284414-3284425-3284606-3284617	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	repeat_region	fig|537011.437.repeat.237	3282879	3287991	+		repeat region	3282879	3287991
CP085932:630645-630656-630837-630848	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	repeat_region	fig|537011.437.repeat.23	626760	632467	+		repeat region	626760	632467
CP085932:630645-630656-630837-630848	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	rRNA	fig|537011.437.rna.20	629200	632104	+		LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	629200	632104
CP085932:957157-957179-957630-957652	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.814	957263	957535	+		hypothetical protein	957263	957535
CP085932:1453614-1453625-1453756-1453767	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:2655864-2655884-2655998-2656018	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:2733253-2733264-2733487-2733498	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:1042627-1042638-1042693-1042704	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.887	1041425	1042648	-		hypothetical protein	1041425	1042648
CP085932:1058726-1058737-1058792-1058803	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.899	1057995	1058747	-		hypothetical protein	1057995	1058747
CP085932:162628-162639-162820-162831	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	rRNA	fig|537011.437.rna.8	161373	164277	-		LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	161373	164277
CP085932:2928809-2928822-2929296-2929309	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.2594	2927600	2929144	-		Phosphotransferase involved in threonylcarbamoyladenosine t(6)A37 formation in tRNA	2927600	2929144
CP085932:2928809-2928822-2929296-2929309	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.2595	2929125	2929340	-		FIG00937457: hypothetical protein	2929125	2929340
CP085932:3284414-3284425-3284606-3284617	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	rRNA	fig|537011.437.rna.80	3283159	3286061	-		LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	3283159	3286061
CP085932:598535-598548-598718-598731	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.519	597843	598739	-		glycosyl transferase, family 2	597843	598739
CP085934:11935-11946-12127-12138	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085934	repeat_region	fig|537011.437.repeat.271	10413	15865	+		repeat region	3503074	3508526
CP085934:23547-23572-23736-23761	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085934	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085934:11935-11946-12127-12138	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085934	rRNA	fig|537011.437.rna.83	10680	13584	-		LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	3503341	3506245
CP092643:1508169-1508180-1508662-1508673	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1480	1508464	1509375	+	gpr	Spore germination endopeptidase Gpr (EC 3.4.24.78)	1508464	1509375
CP092643:2411855-2411868-2412096-2412109	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2344	2412096	2413928	+	typA	GTP-binding protein TypA/BipA	2412096	2413928
CP092643:35370-35381-35552-35563	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.21	35259	38399	+		hypothetical protein	35259	38399
CP092643:470486-470497-471062-471073	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.463	470136	470576	+		hypothetical protein	470136	470576
CP092643:470486-470497-471062-471073	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.464	470573	471349	+		FIG00647252: hypothetical protein	470573	471349
CP092643:607392-607405-607451-607464	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.613	607202	607654	+		hypothetical protein	607202	607654
CP092643:612146-612157-612281-612292	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.616	611344	612942	+		Ribulokinase (EC 2.7.1.16)	611344	612942
CP092643:743697-743710-743829-743842	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.757	741314	744238	+		hypothetical protein	741314	744238
CP092643:820531-820545-820965-820979	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.838	820134	821006	+		Sugar:proton symporter	820134	821006
CP092643:946451-946466-946825-946840	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.959	946016	947611	+		DNA-binding response regulator, AraC family	946016	947611
CP092643:1222374-1222394-1222430-1222450	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:201992-202005-202042-202055	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:3001079-3001115-3001297-3001333	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:3394769-3394781-3395308-3395320	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:471371-471408-471594-471631	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:512017-512062-512243-512288	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:968318-968364-968535-968581	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	-1	-1	-1	-1	+	-1	-1	-1	-1
CP092643:1508169-1508180-1508662-1508673	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1479	1508020	1508283	-	rpsT	SSU ribosomal protein S20p	1508020	1508283
CP092643:1550737-1550748-1550878-1550889	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1523	1550579	1550764	-	rpmB	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-dependent	1550579	1550764
CP092643:1683226-1683239-1683740-1683753	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1661	1682833	1683690	-		hypothetical protein	1682833	1683690
CP092643:1683226-1683239-1683740-1683753	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1662	1683683	1684687	-	fliG	Flagellar motor switch protein FliG	1683683	1684687
CP092643:1715069-1715080-1715333-1715344	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1688	1714300	1716189	-		hypothetical protein	1714300	1716189
CP092643:1737754-1737766-1738124-1738136	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1708	1736428	1738080	-		Iron-sulfur flavoprotein	1736428	1738080
CP092643:1794822-1794834-1795023-1795035	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.1757	1794623	1795792	-	dnaJ	Chaperone protein DnaJ	1794623	1795792
CP092643:2237754-2237767-2237947-2237960	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2196	2236902	2238632	-		MutS domain protein, family 7	2236902	2238632
CP092643:2411855-2411868-2412096-2412109	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2343	2411265	2411885	-		Single-strand DNA-binding protein, ssb	2411265	2411885
CP092643:2428650-2428661-2428814-2428825	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2359	2427480	2428865	-		hypothetical protein	2427480	2428865
CP092643:2823224-2823235-2823445-2823456	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.2723	2822558	2823613	-		D-alanine--D-alanine ligase (EC 6.3.2.4)	2822558	2823613
CP092643:3395474-3395485-3395657-3395668	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.3382	3395336	3395986	-		hypothetical protein	3395336	3395986
CP102258:124150-124174-124362-124386	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.1	122268	124184	+		repeat region	122268	124184
CP102258:1619557-1619568-1620227-1620238	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1348	1618280	1620337	+		Outer membrane vitamin B12 receptor BtuB	1618280	1620337
CP102258:1886238-1886264-1886449-1886475	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1663	1886198	1886341	+		hypothetical protein	1886198	1886341
CP102258:1886238-1886264-1886449-1886475	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.19	1886445	1888405	+		repeat region	1886445	1888405
CP102258:2607286-2607308-2607493-2607515	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.31	2607213	2608780	+		repeat region	2607213	2608780
CP102258:2663094-2663119-2663304-2663329	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.33	2663297	2665260	+		repeat region	2663297	2665260
CP102258:270389-270409-270596-270616	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.264	270201	270530	+		hypothetical protein	270201	270530
CP102258:3407182-3407204-3407389-3407411	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	repeat_region	fig|28111.542.repeat.42	3405918	3407485	+		repeat region	3405918	3407485
CP102258:350752-350763-350948-350959	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.337	349703	351193	+	rpoN	RNA polymerase sigma-54 factor RpoN	349703	351193
CP102258:3834092-3834106-3834344-3834358	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3380	3834324	3834599	+		hypothetical protein	3834324	3834599
CP102258:383648-383662-383838-383852	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.362	380282	386098	+		Putative DNA methylase	380282	386098
CP102258:3844348-3844359-3844834-3844845	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3394	3843252	3844406	+		hypothetical protein	3843252	3844406
CP102258:3844348-3844359-3844834-3844845	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3395	3844469	3845380	+		hypothetical protein	3844469	3845380
CP102258:3927229-3927241-3927510-3927522	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3479	3926971	3927246	+		hypothetical protein	3926971	3927246
CP102258:3927229-3927241-3927510-3927522	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3480	3927277	3929091	+		DNA topoisomerase III, Bacteroidales-type (EC 5.99.1.2)	3927277	3929091
CP102258:3943249-3943265-3943732-3943748	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3508	3943535	3944065	+		putative protease I	3943535	3944065
CP102258:396982-396993-397197-397208	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.369	395309	398563	+		FIG00404088: hypothetical protein	395309	398563
CP102258:405917-405930-406256-406269	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.378	405615	405932	+		Conjugative transposon protein TraE	405615	405932
CP102258:405917-405930-406256-406269	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.379	405943	406275	+		Conjugative transposon protein TraF	405943	406275
CP102258:184402-184430-184476-184504	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:3005312-3005336-3005512-3005536	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:4061279-4061317-4061665-4061703	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:723508-723530-723563-723585	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:889320-889338-889623-889641	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102258:124150-124174-124362-124386	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.121	124270	124467	-		hypothetical protein	124270	124467
CP102258:1409411-1409433-1409488-1409510	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1166	1408800	1409438	-	frr	Ribosome recycling factor	1408800	1409438
CP102258:1803351-1803364-1803417-1803430	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1556	1803180	1803632	-		FIG00899057: hypothetical protein	1803180	1803632
CP102258:2221124-2221135-2221192-2221203	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.1950	2220050	2221594	-		alpha-L-arabinofuranosidase (EC 3.2.1.55)	2220050	2221594
CP102258:274873-274887-274980-274994	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.268	271906	276294	-	rpoC	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	271906	276294
CP102258:3834092-3834106-3834344-3834358	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3379	3834106	3834300	-		hypothetical protein	3834106	3834300
CP102258:3861496-3861509-3861553-3861566	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3414	3861274	3861732	-		Conjugative transposon protein TraQ	3861274	3861732
CP102258:3943249-3943265-3943732-3943748	28111.542	Bacteroides eggerthii strain DSM 20697	CP102258	CDS	fig|28111.542.peg.3507	3943010	3943369	-		Transcriptional regulator, HxlR family	3943010	3943369
CP102265:1229943-1229954-1230082-1230093	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.1188	1229394	1231496	+		Penicillin-binding protein 3	1229394	1231496
CP102265:1820672-1820683-1820944-1820955	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.1746	1820450	1821397	+	miaA	tRNA dimethylallyltransferase (EC 2.5.1.75)	1820450	1821397
CP102265:3469225-3469238-3469315-3469328	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.3387	3469304	3469657	+		hypothetical protein	3469304	3469657
CP102265:2304852-2304865-2305342-2305355	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.2261	2304165	2305142	-		NAD-dependent protein deacetylase of SIR2 family	2304165	2305142
CP102265:2304852-2304865-2305342-2305355	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.2262	2305191	2306039	-		hypothetical protein	2305191	2306039
CP102265:2658852-2658863-2659016-2659027	411459.41	Blautia obeum ATCC 29174	CP102265	CDS	fig|411459.41.peg.2623	2658039	2659310	-		hypothetical protein	2658039	2659310
CP102267:1001807-1001822-1001907-1001922	1121115.15	Blautia wexlerae DSM 19850	CP102267	repeat_region	fig|1121115.15.repeat.73	1001811	1001921	+		repeat region	1001811	1001921
CP102267:1021246-1021274-1021417-1021445	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.984	1021416	1021541	+		hypothetical protein	1021416	1021541
CP102267:1284912-1284925-1285033-1285046	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.1240	1284854	1285183	+		Stage 0 sporulation two-component response regulator (Spo0A)	1284854	1285183
CP102267:3223064-3223090-3223234-3223260	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.3173	3223184	3223387	+		hypothetical protein	3223184	3223387
CP102267:3361084-3361095-3361211-3361222	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.3307	3361009	3362022	+		Integrase/recombinase, RitC	3361009	3362022
CP102267:3538278-3538294-3538373-3538389	1121115.15	Blautia wexlerae DSM 19850	CP102267	repeat_region	fig|1121115.15.repeat.231	3536707	3538389	+		repeat region	3536707	3538389
CP102267:4097566-4097593-4097911-4097938	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.4031	4097703	4097849	+		hypothetical protein	4097703	4097849
CP102267:4097566-4097593-4097911-4097938	1121115.15	Blautia wexlerae DSM 19850	CP102267	repeat_region	fig|1121115.15.repeat.264	4097727	4097874	+		repeat region	4097727	4097874
CP102267:467081-467100-467258-467277	1121115.15	Blautia wexlerae DSM 19850	CP102267	repeat_region	fig|1121115.15.repeat.25	465406	467127	+		repeat region	465406	467127
CP102267:467081-467100-467258-467277	1121115.15	Blautia wexlerae DSM 19850	CP102267	repeat_region	fig|1121115.15.repeat.26	467128	468944	+		repeat region	467128	468944
CP102267:633910-633924-634145-634159	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.580	633311	634438	+		hypothetical protein	633311	634438
CP102267:733294-733305-733510-733521	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.689	732727	734553	+		signal transduction histidine kinase, LytS	732727	734553
CP102267:3189715-3189743-3189902-3189930	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:3770765-3770784-3770830-3770849	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:4116054-4116080-4116232-4116258	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:4609004-4609019-4609055-4609070	1121115.15	Blautia wexlerae DSM 19850	CP102267	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102267:2317502-2317530-2317686-2317714	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.2279	2317428	2317544	-		hypothetical protein	2317428	2317544
CP102267:3968474-3968488-3968573-3968587	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.3902	3968148	3968744	-		hypothetical protein	3968148	3968744
CP102267:4433210-4433221-4433336-4433347	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.4420	4431697	4433577	-		TrsK-like protein	4431697	4433577
CP102267:467081-467100-467258-467277	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.429	467151	467330	-		hypothetical protein	467151	467330
CP102267:864678-864690-864904-864916	1121115.15	Blautia wexlerae DSM 19850	CP102267	CDS	fig|1121115.15.peg.830	864516	865202	-		hypothetical protein	864516	865202
CP102270:1856564-1856592-1856827-1856855	45851.82	Butyrivibrio crossotus DSM 2876	CP102270	tRNA	fig|45851.820.rna.32	1856505	1856592	-		tRNA-Leu-AAG	1856505	1856592
CP102270:1856564-1856592-1856827-1856855	45851.82	Butyrivibrio crossotus DSM 2876	CP102270	tRNA	fig|45851.820.rna.33	1856606	1856690	-		tRNA-Leu	1856606	1856690
CP102277:2080782-2080815-2080912-2080945	470146.25	Coprococcus comes ATCC 27758	CP102277	repeat_region	fig|470146.25.repeat.46	2080815	2080914	+		repeat region	2080815	2080914
CP102277:758467-758489-758661-758683	470146.25	Coprococcus comes ATCC 27758	CP102277	-1	-1	-1	-1	+	-1	-1	-1	-1
CP102277:1732206-1732242-1732633-1732669	470146.25	Coprococcus comes ATCC 27758	CP102277	CDS	fig|470146.25.peg.1772	1732181	1732360	-		hypothetical protein	1732181	1732360
CP102277:2624305-2624319-2624607-2624621	470146.25	Coprococcus comes ATCC 27758	CP102277	CDS	fig|470146.25.peg.2655	2624157	2624906	-		hypothetical protein	2624157	2624906
CP102277:2808085-2808096-2808429-2808440	470146.25	Coprococcus comes ATCC 27758	CP102277	CDS	fig|470146.25.peg.2849	2807354	2808976	-		hypothetical protein	2807354	2808976
CP102278:1973041-1973055-1973129-1973143	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	CDS	fig|33043.1681.peg.1734	1972658	1973452	+		FIG00516043: hypothetical protein	1972658	1973452
CP102278:2749565-2749578-2749657-2749670	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	repeat_region	fig|33043.1681.repeat.27	2747534	2755745	+		repeat region	2747534	2755745
CP102278:963707-963720-963799-963812	33043.1681	Coprococcus eutactus ATCC 27759	CP102278	repeat_region	fig|33043.1681.repeat.5	957632	965844	+		repeat region	957632	965844
CP102280:2179354-2179385-2179531-2179562	88431.1239	Dorea longicatena DSM 13814	CP102280	repeat_region	fig|88431.1239.repeat.47	2179317	2179980	+		repeat region	2179317	2179980
CP102280:2328448-2328462-2328615-2328629	88431.1239	Dorea longicatena DSM 13814	CP102280	repeat_region	fig|88431.1239.repeat.51	2327221	2328689	+		repeat region	2327221	2328689
CP102280:419658-419672-419825-419839	88431.1239	Dorea longicatena DSM 13814	CP102280	repeat_region	fig|88431.1239.repeat.8	418431	419884	+		repeat region	418431	419884
CP102280:721965-721979-722132-722146	88431.1239	Dorea longicatena DSM 13814	CP102280	repeat_region	fig|88431.1239.repeat.17	720738	722529	+		repeat region	720738	722529
CP102280:2439695-2439706-2439964-2439975	88431.1239	Dorea longicatena DSM 13814	CP102280	CDS	fig|88431.1239.peg.2362	2433587	2439916	-		RecD-like DNA helicase YrrC	2433587	2439916
CP132968:2286671-2286705-2286792-2286826	649756.3254	Anaerostipes hadrus BA1	CP132968	repeat_region	fig|649756.3254.repeat.76	2286607	2286859	+		repeat region	2286607	2286859
CP132968:828481-828492-828966-828977	649756.3254	Anaerostipes hadrus BA1	CP132968	CDS	fig|649756.3254.peg.788	828250	829272	+	rfbB	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	828250	829272
CP132968:1216644-1216694-1216825-1216875	649756.3254	Anaerostipes hadrus BA1	CP132968	-1	-1	-1	-1	+	-1	-1	-1	-1
CP132968:2936517-2936536-2936596-2936615	649756.3254	Anaerostipes hadrus BA1	CP132968	-1	-1	-1	-1	+	-1	-1	-1	-1
CP132968:1566194-1566205-1566385-1566396	649756.3254	Anaerostipes hadrus BA1	CP132968	CDS	fig|649756.3254.peg.1546	1566070	1566399	-		hypothetical protein	1566070	1566399
CP132968:311149-311162-311237-311250	649756.3254	Anaerostipes hadrus BA1	CP132968	CDS	fig|649756.3254.peg.284	310821	311174	-		hypothetical protein	310821	311174
CYXV01000001:312-324-596-608	301302.3	Roseburia faecis	CYXV01000001	CDS	fig|301302.3.peg.1	265	1185	-	nadA	Quinolinate synthetase (EC 2.5.1.72)	265	1185
CYXV01000002:176854-176867-177110-177123	301302.3	Roseburia faecis	CYXV01000002	CDS	fig|301302.3.peg.685	176775	177821	+	ydaM_1	Diguanylate cyclase	631311	632357
CYXV01000002:56257-56272-56330-56345	301302.3	Roseburia faecis	CYXV01000002	CDS	fig|301302.3.peg.556	55974	56579	+	rnfA	Electron transport complex protein RnfA	510510	511115
CYXV01000002:363524-363537-363652-363665	301302.3	Roseburia faecis	CYXV01000002	CDS	fig|301302.3.peg.877	363381	363965	-		hypothetical protein	817917	818501
CYXV01000007:192920-192934-192992-193006	301302.3	Roseburia faecis	CYXV01000007	CDS	fig|301302.3.peg.2036	192976	193599	+	gluP	hypothetical protein	1975544	1976167
CYXV01000008:116517-116528-116629-116640	301302.3	Roseburia faecis	CYXV01000008	CDS	fig|301302.3.peg.2146	116444	117178	-	rsmE	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)	2095479	2096213
CYXV01000008:31243-31254-31472-31483	301302.3	Roseburia faecis	CYXV01000008	CDS	fig|301302.3.peg.2071	31069	31437	-		hypothetical protein	2010104	2010472
CYXV01000008:31243-31254-31472-31483	301302.3	Roseburia faecis	CYXV01000008	CDS	fig|301302.3.peg.2072	31434	31652	-		hypothetical protein	2010469	2010687
CYXV01000018:41916-41927-42098-42109	301302.3	Roseburia faecis	CYXV01000018	CDS	fig|301302.3.peg.3360	41903	42550	-	ktrA	KtrAB potassium uptake system, peripheral membrane component KtrA	3268183	3268830
CYXV01000024:12528-12539-12711-12722	301302.3	Roseburia faecis	CYXV01000024	CDS	fig|301302.3.peg.3564	12390	13040	-		hypothetical protein	3470769	3471419
CYXV01000027:7649-7660-7930-7941	301302.3	Roseburia faecis	CYXV01000027	CDS	fig|301302.3.peg.3620	7695	8009	-		FIG00533143: hypothetical protein	3515910	3516224
HF545616:693476-693489-693612-693625	1160721.7	Ruminococcus bicirculans strain 80/3	HF545616	CDS	fig|1160721.7.peg.629	692689	693615	+		hypothetical protein	692689	693615
HF545616:348914-348925-349132-349143	1160721.7	Ruminococcus bicirculans strain 80/3	HF545616	CDS	fig|1160721.7.peg.323	348312	349121	-		hypothetical protein	348312	349121
JAJFOJ010000001:1109082-1109093-1109214-1109225	622312.45	Roseburia inulinivorans DSM 16841 strain FDAARGOS_1587 strain Not applicable	JAJFOJ010000001	CDS	fig|622312.45.peg.1079	1108250	1109278	+		Putative membrane protein YeiH	1108250	1109278
JAJFOJ010000001:1153324-1153343-1153427-1153446	622312.45	Roseburia inulinivorans DSM 16841 strain FDAARGOS_1587 strain Not applicable	JAJFOJ010000001	repeat_region	fig|622312.45.repeat.70	1152471	1153554	+		repeat region	1152471	1153554
JAJFOJ010000001:1282460-1282481-1282670-1282691	622312.45	Roseburia inulinivorans DSM 16841 strain FDAARGOS_1587 strain Not applicable	JAJFOJ010000001	repeat_region	fig|622312.45.repeat.76	1282491	1282607	+		repeat region	1282491	1282607
JAJFOJ010000001:1390676-1390690-1390758-1390772	622312.45	Roseburia inulinivorans DSM 16841 strain FDAARGOS_1587 strain Not applicable	JAJFOJ010000001	repeat_region	fig|622312.45.repeat.80	1389479	1391157	+		repeat region	1389479	1391157
